R,G,B
31,37,44
38,41,45
31,32,30
32,26,31
40,33,48
31,30,46
29,35,42
24,35,32
27,34,29
24,21,16
27,16,2
61,47,24
38,38,38
48,25,29
62,36,54
16,20,55
0,30,57
36,58,46
42,41,3
33,35,16
0,21,52
0,13,65
50,38,66
66,38,31
53,42,28
5,17,21
12,13,33
54,28,52
23,33,43
16,28,10
23,37,9
35,52,48
19,35,52
34,43,47
38,38,14
50,46,27
43,40,55
31,31,67
14,16,34
23,33,20
24,45,23
18,40,28
36,44,37
43,36,21
20,35,14
34,50,43
11,30,37
19,41,47
25,46,38
25,41,24
26,38,26
13,25,29
3,24,39
21,49,60
7,35,36
17,34,30
34,44,38
39,46,41
22,36,30
12,33,24
20,45,47
21,35,41
29,32,40
37,36,46
31,29,41
21,14,29
45,27,44
56,28,48
41,13,33
31,13,30
33,28,43
28,28,40
25,24,34
32,35,43
22,38,44
7,35,36
42,39,34
26,31,34
11,25,37
6,21,37
22,34,40
33,34,30
41,39,28
40,40,34
25,35,42
11,30,51
24,43,70
23,37,60
14,17,32
33,26,33
37,26,28
61,49,49
39,54,46
27,14,22
37,1,17
53,21,26
41,31,24
23,28,29
25,28,49
38,30,60
41,32,45
39,40,36
33,39,38
26,32,45
27,31,49
28,43,46
18,51,36
5,54,26
37,53,5
22,37,23
19,24,39
34,26,37
46,34,24
45,39,20
38,39,29
40,36,35
50,37,35
62,50,46
53,52,54
44,52,59
40,41,45
42,36,31
46,47,38
33,45,39
40,32,9
32,31,21
18,17,19
35,24,26
53,42,28
49,51,22
37,53,29
27,38,30
27,23,29
30,25,34
37,45,45
27,41,40
38,38,44
41,26,40
36,20,38
35,32,47
36,33,28
31,25,26
17,10,15
20,13,16
35,30,32
45,37,47
45,34,54
31,25,44
28,26,38
35,39,40
36,42,37
29,37,27
38,43,34
25,27,27
27,18,39
38,20,59
31,25,30
30,28,28
14,15,13
25,28,32
34,36,47
42,46,57
29,34,37
36,40,35
18,16,15
32,24,31
38,26,38
35,23,29
39,33,28
35,33,25
21,17,22
22,16,33
36,25,51
34,30,42
36,37,35
33,36,27
40,40,40
45,44,54
35,36,40
29,36,21
30,41,15
28,33,24
23,20,36
29,25,44
44,45,43
34,40,23
32,33,31
40,32,55
29,37,30
18,31,15
22,38,21
29,43,41
29,39,49
30,41,45
31,42,32
24,30,19
24,21,17
37,30,27
42,40,22
39,42,20
31,34,25
22,28,35
13,25,31
0,19,16
31,41,5
26,34,24
27,32,47
17,22,37
33,34,38
44,36,36
47,39,39
43,45,39
24,41,27
24,45,36
25,39,45
36,36,48
38,31,34
31,23,16
31,24,27
28,21,42
28,32,26
36,41,39
29,35,34
29,31,32
34,28,33
42,30,42
37,28,38
41,37,36
37,38,28
49,45,40
38,29,39
31,22,35
34,34,40
25,32,29
18,22,23
35,31,42
42,44,22
47,48,39
52,52,58
45,48,56
30,37,40
21,24,29
31,27,38
36,29,36
40,33,36
37,30,37
35,27,44
35,32,48
16,19,24
40,46,41
40,42,43
26,23,38
29,28,2
47,41,42
35,28,41
17,21,16
14,24,7
30,32,32
24,15,41
17,8,29
32,33,29
24,32,21
22,27,36
22,23,44
24,27,31
41,43,24
50,39,31
34,8,26
18,32,31
46,32,43
53,27,50
31,29,51
16,42,49
32,52,39
51,50,29
42,38,27
30,41,49
29,37,54
47,34,42
58,40,29
32,40,17
1,33,9
10,29,20
45,34,36
18,34,40
17,31,19
19,32,8
32,44,32
25,37,39
43,48,51
38,36,28
30,31,21
21,28,31
31,38,55
36,37,51
37,39,40
29,40,32
31,47,36
40,52,40
28,30,18
14,32,9
29,46,37
19,38,43
17,33,39
38,48,42
41,41,29
51,45,38
42,38,44
25,28,43
30,42,54
24,37,39
27,36,33
38,41,39
35,40,38
23,37,33
24,47,39
27,42,44
43,48,51
41,40,44
38,36,42
30,33,38
36,38,46
48,42,53
47,33,45
54,40,52
38,33,42
24,27,35
38,41,46
39,37,43
29,28,32
26,34,34
13,29,28
21,29,29
10,19,22
23,31,38
36,43,52
34,40,45
12,17,16
17,23,18
34,41,36
21,33,35
28,40,52
24,35,55
14,22,45
19,20,40
41,38,47
42,33,30
58,48,38
44,56,50
40,37,46
34,18,36
27,14,28
28,27,31
34,39,42
35,35,41
30,25,26
29,29,17
22,31,18
35,43,42
38,37,46
28,23,22
39,41,22
42,66,36
19,62,29
44,48,36
22,33,31
23,33,40
46,42,47
54,41,39
47,35,35
38,33,42
37,29,40
43,26,35
56,41,45
38,36,42
31,36,45
37,34,43
32,21,24
33,28,30
40,47,50
45,31,35
31,29,28
23,27,21
35,28,25
40,25,29
38,31,34
39,46,41
35,47,35
36,40,29
30,32,26
28,39,36
29,44,40
37,44,37
36,29,26
37,30,35
49,48,58
41,27,38
35,36,34
35,43,33
53,49,44
42,28,34
26,16,29
33,34,48
31,32,46
17,11,22
35,32,34
37,47,35
22,39,25
28,31,29
29,17,29
29,17,37
26,24,43
34,29,44
33,32,36
29,33,28
33,36,34
41,41,47
32,31,41
27,28,32
37,39,33
34,38,26
25,26,17
30,28,27
28,23,25
27,21,26
47,41,46
45,37,47
18,8,24
25,19,30
36,32,37
25,26,22
25,29,18
35,39,33
30,31,35
20,21,31
22,25,30
30,35,33
34,42,35
21,28,25
32,35,43
42,42,56
36,37,47
31,36,35
25,33,23
9,33,25
7,33,17
17,40,25
27,41,40
22,28,39
21,27,32
29,37,30
31,39,29
26,31,29
26,33,30
13,24,8
27,39,19
42,50,43
34,36,46
26,28,38
15,20,21
30,39,6
32,42,30
30,41,49
15,29,35
27,36,33
37,37,31
36,28,28
34,29,26
37,41,30
40,44,38
40,39,43
43,35,42
38,31,28
27,29,17
23,31,30
16,29,45
47,53,34
47,45,44
34,28,39
29,27,39
25,29,40
28,35,44
25,28,32
32,31,21
42,37,22
37,29,29
44,30,54
49,34,61
32,25,28
17,20,5
26,32,31
42,48,71
52,48,29
36,34,26
20,23,27
35,44,53
33,42,51
25,28,36
35,33,33
42,36,29
39,30,26
37,26,42
31,19,55
31,29,59
30,39,42
50,61,45
25,29,24
18,10,27
47,62,11
48,47,43
20,11,32
16,15,11
22,29,2
29,28,30
31,17,59
29,21,52
32,42,26
29,43,15
16,18,26
37,29,60
51,47,52
30,33,7
29,20,16
39,13,53
24,46,44
43,39,51
36,16,35
22,18,23
15,32,21
24,39,31
49,47,47
50,42,42
42,42,30
52,49,35
50,35,32
47,35,35
16,34,17
0,34,2
17,46,20
40,46,35
20,41,38
24,40,33
22,32,16
35,40,19
28,31,15
35,35,35
29,30,40
19,28,31
15,31,20
19,32,24
34,35,45
39,33,52
29,27,33
32,40,29
37,50,36
23,37,26
23,38,11
20,34,22
18,30,30
24,31,34
49,46,41
43,27,20
46,22,22
58,34,46
40,24,41
34,29,38
36,36,36
42,38,37
49,43,44
34,33,37
21,31,31
25,45,40
41,48,45
47,48,46
40,35,34
43,41,41
32,38,37
27,38,36
27,33,32
34,32,32
37,35,35
27,32,31
27,38,36
41,48,45
44,40,39
35,27,27
37,36,32
47,53,48
14,36,42
27,39,45
48,50,51
47,42,44
35,34,38
23,29,34
28,41,43
27,41,39
26,38,32
37,41,42
22,20,32
20,17,39
36,34,56
42,38,49
36,31,22
54,48,25
33,38,39
39,40,50
30,31,45
20,27,36
27,41,40
40,47,42
45,43,32
50,45,24
48,51,25
37,47,34
35,40,41
41,36,35
49,36,14
48,40,3
36,44,14
22,42,29
25,23,42
27,37,44
38,54,47
44,48,36
38,26,24
35,22,36
39,31,54
41,32,52
42,27,35
49,36,38
36,32,37
27,31,36
29,25,30
28,15,17
34,25,28
44,43,52
41,31,43
26,27,25
28,35,20
34,31,26
34,22,34
38,29,50
40,42,53
41,52,42
42,51,30
37,46,25
16,31,17
18,33,25
29,37,30
35,35,29
30,27,29
20,22,30
45,28,49
28,31,29
28,40,20
41,41,29
35,20,28
22,13,26
29,34,43
42,47,56
45,37,48
34,29,30
32,43,27
31,50,31
35,37,38
49,35,53
47,37,50
17,23,22
25,25,41
33,35,43
43,47,42
33,35,29
39,37,37
28,21,28
31,27,32
32,34,28
23,31,14
30,41,21
37,46,33
34,36,36
39,35,46
46,39,54
35,26,39
23,14,24
35,36,27
18,17,13
23,24,22
41,42,40
20,24,18
19,26,19
39,44,45
13,13,29
14,16,34
39,46,49
39,50,40
39,49,43
29,32,47
30,31,52
28,35,38
28,44,21
16,39,31
6,29,15
11,28,15
29,34,35
40,36,48
45,37,47
41,38,34
33,33,27
33,33,33
34,37,35
31,39,28
40,47,32
42,41,37
33,23,35
42,27,41
51,36,44
24,36,8
32,44,32
31,45,43
21,37,30
30,43,29
41,42,32
34,26,27
28,21,26
42,40,40
31,34,32
27,27,27
42,39,35
46,45,31
32,38,21
22,33,31
13,28,44
35,38,29
42,36,37
47,35,47
50,46,58
29,41,47
15,34,31
16,26,20
35,28,31
47,30,43
40,29,45
41,36,45
37,33,32
32,23,20
40,31,34
41,41,53
24,37,53
17,17,17
22,21,23
22,23,19
38,45,32
38,44,33
41,43,43
35,34,44
23,22,31
30,29,33
31,24,37
30,18,46
24,12,40
40,36,47
43,50,43
30,37,34
39,45,52
55,67,47
26,28,28
19,12,25
52,45,50
37,32,29
29,21,31
40,34,57
27,27,45
23,30,27
22,30,19
33,33,33
47,39,49
37,33,28
33,31,13
41,39,28
36,29,34
36,47,45
41,36,45
39,28,36
28,29,20
32,45,29
41,50,47
34,32,44
34,29,38
50,49,39
43,42,28
42,34,35
34,24,40
36,43,52
20,44,36
32,53,45
26,36,36
17,37,25
19,34,30
13,24,16
36,38,16
36,33,5
30,27,22
28,31,46
28,39,47
29,45,28
17,29,11
28,31,36
36,30,55
33,26,39
43,41,33
42,52,40
27,44,41
24,32,2
41,47,30
31,37,32
22,23,21
36,27,23
59,40,37
42,15,19
33,8,22
45,28,41
36,31,33
37,34,30
45,38,35
54,42,48
34,22,34
28,26,32
26,31,32
39,50,42
37,41,35
36,33,28
41,41,35
39,47,40
23,36,28
22,30,20
39,37,29
34,32,24
14,19,10
26,37,27
25,33,23
36,34,26
47,41,34
27,28,19
41,49,39
25,52,62
31,45,51
46,45,47
38,30,31
26,21,23
17,23,28
23,41,42
20,40,35
41,52,44
53,50,46
35,25,31
39,27,45
51,41,58
34,30,35
25,24,10
35,35,5
36,32,44
45,41,52
35,37,38
23,37,25
28,51,29
28,44,26
34,34,22
53,44,31
63,54,44
44,42,41
25,28,33
33,33,27
53,48,23
48,42,13
34,26,26
33,25,56
24,22,44
28,40,44
31,50,33
33,43,20
41,37,26
44,34,46
38,33,54
38,34,45
51,43,36
50,44,33
51,49,48
39,44,43
27,27,15
41,34,15
58,49,39
47,42,44
36,43,30
27,37,21
29,39,23
25,30,21
31,28,30
33,29,41
19,19,31
18,23,24
23,34,18
38,53,26
25,44,19
28,42,31
25,31,36
29,28,44
30,27,43
22,22,34
21,11,34
31,31,31
27,36,16
17,21,9
41,36,38
37,34,43
9,12,17
26,29,34
38,37,46
25,25,25
25,34,21
32,43,27
25,27,28
30,23,38
32,28,34
15,20,11
12,19,28
32,39,42
33,37,32
29,29,23
22,17,14
40,31,34
35,28,33
29,27,26
21,30,17
21,37,14
29,45,27
34,43,40
39,40,50
40,34,51
34,24,36
36,27,30
34,38,19
25,29,18
15,14,16
31,30,40
35,40,39
32,43,27
43,53,40
27,32,41
23,24,52
24,28,46
20,34,28
21,38,24
23,34,38
37,43,62
30,40,47
32,50,33
24,38,34
28,42,31
39,48,38
44,46,47
38,31,44
31,22,32
30,25,24
35,30,29
39,32,35
37,31,32
48,45,37
44,39,30
36,23,25
46,25,40
52,28,46
53,29,41
31,41,25
36,47,37
32,46,35
20,36,18
29,39,16
45,45,33
39,31,38
33,26,41
38,40,50
18,30,30
18,31,23
45,55,38
54,61,34
33,39,16
24,26,26
28,26,48
26,30,35
32,29,31
40,31,34
49,45,50
34,44,44
27,44,35
29,36,33
42,32,49
46,27,60
41,35,54
27,37,25
32,42,19
50,42,42
38,19,44
23,14,35
32,38,43
19,23,34
16,17,27
35,33,32
56,59,34
39,44,12
18,23,8
8,8,24
28,29,57
25,27,45
33,33,39
52,42,54
46,29,50
36,20,43
39,35,46
37,48,46
34,55,47
17,22,43
33,38,39
19,20,11
39,28,38
47,29,52
25,16,26
20,23,14
35,42,37
19,22,37
25,23,43
43,41,40
38,36,18
31,24,15
45,37,37
42,42,28
21,35,0
47,34,36
45,34,36
40,37,33
29,38,28
38,52,41
44,49,48
30,25,34
21,21,27
30,43,41
16,30,28
35,38,46
37,28,48
47,40,61
34,37,52
25,33,46
11,20,33
32,42,25
26,40,36
15,28,26
38,41,26
47,43,18
38,38,24
30,37,40
28,37,41
36,39,30
27,29,17
29,36,39
31,38,53
33,34,44
50,47,43
46,47,43
22,34,36
34,32,2
51,50,30
47,46,36
27,27,21
36,30,25
59,47,47
39,22,31
29,16,30
37,35,41
37,44,39
30,38,27
39,36,32
47,33,44
30,14,31
41,29,41
38,32,37
14,35,27
25,35,29
35,37,31
21,23,17
32,41,31
33,41,30
47,46,36
53,44,34
37,27,17
17,15,4
26,32,21
23,27,16
31,30,20
39,36,28
16,21,12
28,42,31
28,47,54
30,44,50
41,45,50
28,26,32
16,15,19
15,20,21
24,38,34
18,32,26
33,41,34
50,46,45
49,35,41
52,35,46
53,39,45
42,36,31
41,45,26
32,41,14
44,32,50
54,37,51
38,26,26
25,28,6
26,47,14
23,45,21
22,27,26
44,27,40
59,35,47
41,27,33
31,30,34
28,36,35
25,34,24
34,32,31
44,30,54
45,20,70
27,31,36
25,39,37
20,37,26
34,44,28
55,53,45
39,35,40
19,22,27
32,36,30
46,47,27
43,40,25
46,46,40
36,40,34
27,29,7
46,41,10
60,52,29
47,41,34
25,49,14
32,48,25
32,41,31
20,27,22
30,39,29
34,41,34
17,19,20
15,18,23
25,33,32
31,47,29
22,41,16
35,47,35
31,35,46
24,25,51
24,23,49
27,25,44
32,32,48
34,30,35
38,35,30
17,21,15
21,30,27
29,34,33
17,15,15
38,35,37
31,35,40
31,39,39
33,34,30
41,38,33
33,34,32
17,25,25
16,21,19
37,35,27
18,34,23
27,37,31
31,36,34
33,31,30
28,22,17
30,23,20
35,28,31
40,36,41
34,39,37
7,21,9
15,32,18
27,40,32
24,28,33
31,30,40
41,35,40
38,31,28
27,32,17
20,25,16
10,11,15
22,22,34
26,29,34
25,36,20
38,54,31
29,40,37
39,43,62
11,15,34
2,16,12
12,30,13
28,42,38
39,46,61
23,32,42
22,36,32
36,45,42
33,44,36
29,40,32
26,34,34
23,28,37
23,27,32
24,29,28
28,31,29
44,43,45
25,20,21
33,29,24
38,32,27
41,30,33
57,40,54
52,34,51
41,24,37
43,43,37
42,44,38
35,44,31
23,37,13
18,32,4
34,41,28
31,30,40
23,24,45
16,24,41
20,36,42
29,46,37
40,56,33
41,51,21
35,37,15
36,30,31
35,22,46
38,44,49
31,36,35
26,25,21
32,28,27
33,32,36
48,47,56
47,43,55
37,33,45
27,26,36
39,47,46
37,52,44
25,34,31
23,19,30
33,18,39
41,26,40
42,33,36
27,31,26
23,22,31
39,35,46
40,44,33
31,40,13
30,39,18
20,23,27
28,25,47
29,25,44
42,38,49
43,36,51
58,48,71
48,40,63
41,41,53
22,31,28
23,39,28
28,37,57
20,32,26
25,28,12
46,35,37
36,18,35
35,26,29
43,49,32
34,43,33
27,26,46
32,25,52
42,36,41
42,36,23
53,41,39
49,38,46
28,29,19
31,49,8
47,33,34
58,44,46
37,31,32
20,31,29
22,37,33
23,28,26
36,29,26
32,33,31
12,32,27
2,27,23
34,44,44
50,45,47
38,33,35
26,31,34
11,22,26
17,26,30
36,35,15
31,39,32
16,29,31
19,26,23
29,29,13
28,34,11
23,34,18
28,29,25
45,34,37
35,28,31
24,36,36
27,49,47
34,46,46
41,39,39
40,34,39
30,33,38
38,38,8
32,34,12
39,42,27
32,35,26
42,41,37
38,32,37
32,25,38
37,34,49
15,24,27
30,47,33
28,44,26
31,39,29
41,33,44
32,20,40
42,32,45
45,39,44
17,38,36
24,34,34
38,40,40
13,16,14
28,35,28
31,39,29
52,50,40
54,43,35
40,27,19
33,28,19
32,36,25
42,43,34
38,34,29
27,22,19
29,32,30
37,48,45
36,44,44
36,46,53
37,49,61
24,34,44
24,33,37
37,44,37
50,54,42
38,42,31
23,26,24
28,24,30
40,29,37
55,38,41
52,36,30
40,35,20
48,57,37
42,59,38
38,24,35
41,20,35
40,18,30
39,34,25
35,48,26
20,38,25
22,24,35
45,29,52
50,26,38
55,40,38
41,39,38
21,28,37
18,25,40
32,32,46
43,30,44
43,24,39
30,37,34
35,48,46
28,39,43
33,33,45
49,42,57
33,32,34
14,23,10
30,38,21
37,36,26
34,30,29
26,26,26
23,26,17
36,33,18
44,34,16
42,32,15
51,44,29
15,42,16
32,47,33
31,37,36
20,28,28
27,38,35
35,43,33
33,34,25
38,39,35
31,42,40
29,43,39
20,31,23
22,30,20
24,36,30
27,39,43
23,29,42
17,15,34
26,35,39
10,4,15
34,24,36
35,39,40
18,35,24
27,38,28
34,30,29
31,28,30
31,40,43
29,38,41
26,22,28
38,29,32
40,42,36
25,42,28
17,26,16
35,29,30
23,43,14
20,33,19
36,40,41
39,35,40
40,37,33
24,21,13
37,32,33
43,39,50
14,14,26
20,27,30
25,38,30
24,38,27
30,37,32
24,29,28
20,21,19
37,35,27
27,29,30
34,39,38
17,21,22
14,17,22
22,27,30
15,26,16
22,35,19
36,47,39
25,34,37
17,27,27
21,35,23
25,40,26
26,35,38
23,25,43
23,26,40
25,33,32
17,31,25
22,37,29
22,38,31
17,31,30
16,28,32
19,32,34
26,40,38
36,49,47
40,48,47
27,33,32
30,34,29
37,38,34
36,33,35
34,28,39
37,30,43
43,35,46
45,33,29
40,34,29
36,40,29
25,39,21
8,28,9
23,40,31
23,36,44
20,30,48
5,13,30
25,32,41
32,39,36
31,35,23
31,33,14
34,34,20
37,35,34
25,23,35
28,33,31
33,40,37
35,42,37
38,39,35
34,23,31
45,29,53
41,31,54
26,34,33
36,57,32
16,35,16
29,36,45
35,33,62
15,13,32
29,27,27
58,46,46
54,30,40
37,36,16
20,15,16
23,23,39
38,47,56
41,56,48
27,40,24
26,30,19
37,32,31
39,28,36
46,36,53
19,11,42
42,40,70
54,61,76
47,56,53
31,37,32
46,48,48
38,60,42
23,37,25
29,31,25
50,47,39
49,41,34
54,47,44
50,44,49
31,31,37
28,29,33
26,25,29
40,32,42
47,36,46
44,35,38
50,45,42
47,48,44
33,38,36
24,35,32
51,42,52
50,34,51
31,34,42
24,42,35
26,33,26
38,26,24
48,39,35
32,47,33
13,32,15
30,34,23
53,47,36
37,49,27
17,48,19
18,43,23
29,36,29
36,29,12
31,35,29
25,35,42
25,31,36
38,39,29
40,46,21
37,46,20
50,48,40
58,43,51
47,39,46
19,33,27
24,50,36
39,54,50
36,34,40
42,33,43
48,44,49
25,37,7
24,34,11
31,41,25
27,32,23
36,36,36
40,32,42
40,30,47
30,25,40
18,23,22
29,44,23
33,49,25
29,39,27
34,36,44
38,34,53
22,22,34
32,37,40
45,52,61
36,35,44
49,42,49
32,31,35
34,40,39
22,33,30
33,39,34
44,41,36
47,43,38
40,42,36
33,39,34
43,44,42
43,32,34
37,21,28
43,32,40
36,32,38
52,47,48
39,43,48
32,48,60
28,50,61
36,54,55
37,46,36
50,49,35
57,50,41
36,29,32
26,18,28
36,28,35
47,38,35
42,34,21
20,20,2
26,37,21
30,48,35
36,30,17
32,22,28
39,29,45
44,46,54
31,43,37
14,27,25
21,22,32
42,33,43
33,25,18
49,47,29
36,36,30
24,20,39
44,32,60
51,39,51
41,34,19
43,41,7
39,42,46
43,51,50
34,38,49
30,20,56
43,28,66
44,42,48
30,43,17
23,34,14
39,35,46
37,28,49
28,28,28
25,31,14
44,39,36
52,35,48
40,26,28
47,42,21
16,40,40
25,37,37
28,32,33
23,32,36
16,28,32
19,26,23
34,32,21
33,36,20
16,30,19
28,40,46
39,41,52
26,27,25
21,36,15
27,51,27
31,46,38
35,34,44
21,28,25
20,15,30
37,29,52
32,35,43
10,24,12
17,30,16
31,35,30
27,29,30
21,26,27
23,27,32
32,25,40
42,34,45
25,28,19
19,32,10
19,29,16
32,30,36
10,30,0
21,33,13
26,30,31
32,31,40
30,31,27
45,46,36
38,39,37
28,23,38
26,21,42
19,19,31
26,33,30
25,35,23
21,31,19
30,37,30
29,37,27
23,30,17
44,46,57
31,33,43
23,27,32
21,26,27
13,23,17
18,29,21
31,41,35
27,36,33
21,32,22
29,42,20
31,46,19
29,39,27
35,35,47
32,29,51
45,44,54
32,36,31
32,46,40
35,47,41
33,43,37
33,39,38
39,43,44
38,42,43
24,30,29
11,20,17
27,38,35
33,44,41
19,30,27
21,28,25
28,30,31
33,29,35
46,37,47
49,37,49
55,40,31
46,36,29
40,41,39
25,38,36
0,18,19
10,33,35
19,39,44
26,38,44
33,35,43
36,28,38
35,21,32
44,29,37
43,36,39
32,35,33
25,39,33
20,41,33
39,36,28
32,36,31
26,38,32
33,38,36
28,21,26
36,23,39
34,31,46
26,41,37
24,46,27
27,39,27
50,47,56
46,40,59
15,17,27
26,31,29
56,48,48
53,29,39
45,43,33
42,40,39
39,43,44
33,43,43
18,29,27
0,4,5
27,27,27
46,43,38
39,34,31
51,42,55
39,30,63
52,47,78
60,66,71
48,61,47
53,60,55
42,40,52
37,63,23
32,43,35
26,27,37
28,27,23
30,30,14
50,41,44
42,26,57
30,18,40
42,41,31
44,46,26
26,21,23
32,22,38
46,42,41
34,40,17
26,29,20
25,19,38
0,36,28
25,26,40
54,33,58
29,25,36
22,40,33
37,44,41
33,16,25
62,42,47
49,49,35
25,29,10
37,25,19
46,33,31
28,47,28
0,36,3
20,51,30
41,38,40
32,32,20
23,23,23
28,30,38
37,37,43
52,53,44
42,47,26
23,27,8
31,28,24
44,38,43
49,50,48
17,30,16
15,32,18
38,46,45
39,38,48
43,39,45
41,39,38
28,50,22
17,34,13
19,29,16
43,47,41
48,43,45
52,39,53
44,26,49
38,22,40
47,42,41
43,49,26
41,53,23
24,34,18
30,34,39
38,43,58
0,9,18
17,30,28
51,43,60
37,24,40
48,33,47
43,35,45
32,39,42
17,33,32
18,32,28
27,34,31
22,29,26
25,36,33
40,51,49
32,33,37
25,10,18
39,14,28
47,24,39
45,26,41
41,31,37
60,60,66
62,76,82
35,57,62
26,48,46
30,42,36
44,42,34
45,33,31
37,22,26
34,22,28
39,32,37
32,30,29
25,30,21
12,22,10
13,30,17
18,35,24
33,37,2
29,35,18
26,39,37
20,39,36
13,32,23
27,34,29
39,38,40
34,33,29
24,31,16
22,32,16
32,31,33
48,31,52
57,32,52
53,33,32
43,36,11
36,38,2
22,20,32
28,31,29
38,40,41
39,30,56
32,20,50
28,28,28
28,40,12
27,34,21
40,35,56
31,26,47
32,39,24
28,40,10
37,35,34
52,35,62
40,27,35
25,25,0
22,43,51
20,29,33
27,30,28
36,46,40
20,36,29
20,28,18
43,40,26
34,33,19
21,32,24
23,33,40
45,42,57
36,29,36
30,39,29
22,44,26
22,38,27
36,34,34
50,48,47
25,25,39
29,29,53
35,37,48
37,41,35
23,33,21
19,31,25
25,33,33
29,26,28
33,26,33
32,26,43
18,18,30
15,19,13
37,41,22
23,29,18
26,35,39
19,35,0
20,29,9
31,34,38
28,30,38
30,36,31
32,40,29
19,25,20
28,26,38
47,40,61
38,34,46
30,31,27
16,23,10
16,24,13
27,35,28
26,37,27
25,40,26
39,45,52
30,33,48
24,26,44
25,31,36
21,32,22
26,37,27
34,39,42
21,25,30
28,36,25
28,43,12
24,37,5
24,28,16
32,26,37
38,30,47
44,38,43
49,47,39
50,58,51
41,45,40
56,52,51
60,48,48
57,41,42
57,41,42
42,29,31
37,32,31
26,30,25
26,38,32
36,50,46
26,34,33
32,31,33
46,37,40
39,18,27
40,14,27
36,34,16
49,48,38
37,40,44
10,17,34
11,22,42
22,38,51
19,31,35
20,25,23
43,37,38
54,34,46
49,23,46
48,26,54
37,27,50
23,30,39
27,51,39
26,61,35
57,43,37
32,30,22
26,36,30
32,40,39
44,47,45
43,48,39
22,36,25
18,35,38
25,33,50
34,30,41
37,30,21
31,30,10
21,24,15
27,30,35
45,40,49
48,34,38
27,30,38
39,43,44
40,44,32
18,22,3
25,26,16
33,32,42
35,34,54
21,25,36
28,35,32
43,46,44
56,48,59
63,52,68
58,53,55
48,53,44
51,59,58
50,59,73
52,65,43
46,51,52
39,38,54
25,25,31
29,27,26
41,31,43
41,21,50
39,22,43
48,40,33
44,44,26
23,23,17
21,23,24
39,46,33
35,44,17
22,26,7
20,15,17
17,54,58
36,42,55
38,24,42
38,37,47
41,53,57
37,39,50
46,26,45
51,31,44
29,25,24
28,25,20
45,31,33
44,27,38
23,31,38
16,44,44
7,23,29
44,33,49
25,34,31
40,38,44
44,34,46
39,31,32
33,31,20
32,32,20
27,23,22
13,14,18
34,44,38
17,31,13
28,37,16
38,39,30
37,33,39
43,42,52
27,31,32
30,36,25
36,53,32
30,43,27
30,34,28
38,34,33
33,22,30
44,28,45
48,27,52
43,24,43
46,36,36
43,46,21
42,50,19
42,50,33
24,29,32
21,23,34
36,42,47
27,37,31
19,9,26
27,11,29
59,42,56
36,28,39
24,30,35
19,35,34
10,24,22
25,34,31
35,42,39
32,43,41
27,39,39
35,35,41
36,20,31
44,18,34
55,31,49
42,22,41
40,34,45
55,55,61
51,59,58
42,58,51
31,51,46
25,41,40
38,43,46
49,40,43
47,28,31
45,27,28
40,32,32
29,34,35
13,31,32
15,36,34
26,47,39
30,47,36
49,56,19
26,38,10
29,46,25
41,60,39
30,45,24
21,30,17
28,32,27
22,32,26
28,42,36
22,31,35
25,19,38
41,22,43
53,34,37
47,38,25
38,35,27
38,36,42
35,29,40
49,48,44
40,40,28
28,25,20
33,31,30
31,32,22
29,32,17
41,45,40
35,37,45
32,39,36
36,51,20
25,38,6
24,25,21
34,26,43
31,26,28
35,36,10
12,35,30
19,28,25
51,54,45
29,41,23
15,36,11
31,41,18
40,31,22
39,31,32
23,28,31
41,51,51
39,38,40
35,25,37
27,25,44
14,23,37
25,32,35
44,43,33
33,23,29
25,27,37
30,39,52
29,31,41
40,37,39
38,45,42
28,45,41
25,36,34
27,21,22
35,22,30
33,29,40
24,29,38
23,25,26
40,36,31
25,29,23
17,34,30
32,38,13
24,28,16
34,38,39
26,31,34
14,26,20
10,24,13
7,16,13
39,41,49
45,39,50
34,29,30
26,24,14
18,17,7
20,21,17
27,33,32
23,35,29
20,37,26
46,60,49
33,39,52
24,25,53
27,30,45
17,28,20
8,19,9
18,23,26
22,24,32
36,40,35
25,32,11
27,32,11
44,44,32
51,47,42
39,32,29
41,32,29
68,58,58
45,52,45
48,46,45
68,57,59
70,52,51
55,32,30
53,27,27
51,30,33
44,34,34
33,37,31
32,45,37
36,51,47
27,39,39
34,39,38
50,42,43
45,25,30
43,16,26
22,38,21
19,30,22
21,25,30
22,20,42
28,23,54
33,31,53
34,34,40
44,41,37
45,35,35
41,24,35
42,24,47
45,30,62
34,29,60
22,29,46
22,41,32
35,63,33
59,45,33
45,38,29
31,32,28
22,27,28
24,36,30
31,50,31
29,49,30
29,42,44
36,36,60
39,31,48
37,31,20
46,45,17
47,49,30
42,41,45
45,41,52
37,34,36
18,28,28
32,37,40
40,41,39
42,42,28
37,37,23
28,26,32
15,12,38
9,11,35
30,37,40
46,53,40
51,49,39
55,44,46
59,50,53
61,61,61
55,62,65
35,47,53
49,48,52
32,33,37
23,28,31
31,36,39
42,43,47
40,33,40
41,26,34
48,31,40
51,37,43
37,30,33
31,33,33
26,33,28
27,39,27
32,42,26
28,32,13
32,31,11
12,19,44
39,41,51
46,48,49
39,43,54
30,34,58
30,24,47
38,26,38
39,31,38
24,26,36
23,32,36
46,47,43
40,33,30
40,31,44
29,24,51
23,18,39
32,21,29
